epoch_train_loss,epoch_train_acc,epoch_val_loss,epoch_val_acc
1.7064507666487283,0.36209830813895283,1.5960646433489662,0.4238052299368801
1.4068793884862345,0.5171688857743518,1.2757470641817366,0.5581605049594229
1.202284461393143,0.6010611672840124,1.1605589049203056,0.5987376014427412
1.123291514171198,0.6236860546601262,1.1265895677464348,0.6077547339945897
1.0854697149401655,0.636199819801782,1.1192131902490343,0.5924256086564472
1.0383148277148653,0.6490139153068375,1.139894151687622,0.6167718665464382
1.012936706645801,0.6568225047552307,1.0929876463753836,0.6095581605049594
0.9758637692219914,0.6695364901391531,1.0928088971546719,0.6131650135256989
0.9497841602316299,0.6756432075282811,1.1012988196952003,0.6131650135256989
0.9221209302877846,0.6877565321854039,1.1120876286711012,0.6221821460775473
0.8961331124503773,0.6920612673941335,1.1119284855467932,0.6293958521190262
0.8803606751246955,0.6995695264791271,1.1343658553702491,0.6266907123534716
0.8600892261765636,0.7031734908399239,1.124334380882127,0.6293958521190262
0.8576647385050313,0.7016718390229252,1.1272414573601315,0.6257889990982868
0.8487381888464236,0.7117829612573832,1.1290441585438593,0.6275924256086565
